"행정구역","2016년_계_총인구수","2016년_계_연령구간인구수","2016년_계_0~9세","2016년_계_10~19세","2016년_계_20~29세","2016년_계_30~39세","2016년_계_40~49세","2016년_계_50~59세","2016년_계_60~69세","2016년_계_70~79세","2016년_계_80~89세","2016년_계_90~99세","2016년_계_100세 이상","2017년_계_총인구수","2017년_계_연령구간인구수","2017년_계_0~9세","2017년_계_10~19세","2017년_계_20~29세","2017년_계_30~39세","2017년_계_40~49세","2017년_계_50~59세","2017년_계_60~69세","2017년_계_70~79세","2017년_계_80~89세","2017년_계_90~99세","2017년_계_100세 이상","2018년_계_총인구수","2018년_계_연령구간인구수","2018년_계_0~9세","2018년_계_10~19세","2018년_계_20~29세","2018년_계_30~39세","2018년_계_40~49세","2018년_계_50~59세","2018년_계_60~69세","2018년_계_70~79세","2018년_계_80~89세","2018년_계_90~99세","2018년_계_100세 이상","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~9세","2019년_계_10~19세","2019년_계_20~29세","2019년_계_30~39세","2019년_계_40~49세","2019년_계_50~59세","2019년_계_60~69세","2019년_계_70~79세","2019년_계_80~89세","2019년_계_90~99세","2019년_계_100세 이상","2020년_계_총인구수","2020년_계_연령구간인구수","2020년_계_0~9세","2020년_계_10~19세","2020년_계_20~29세","2020년_계_30~39세","2020년_계_40~49세","2020년_계_50~59세","2020년_계_60~69세","2020년_계_70~79세","2020년_계_80~89세","2020년_계_90~99세","2020년_계_100세 이상","2021년_계_총인구수","2021년_계_연령구간인구수","2021년_계_0~9세","2021년_계_10~19세","2021년_계_20~29세","2021년_계_30~39세","2021년_계_40~49세","2021년_계_50~59세","2021년_계_60~69세","2021년_계_70~79세","2021년_계_80~89세","2021년_계_90~99세","2021년_계_100세 이상"
"강원도 정선군 (4277000000)","38,718","38,718","2,361","3,120","3,332","4,103","5,679","7,630","5,973","4,553","1,658","273","36","38,173","38,173","2,177","2,999","3,209","3,837","5,484","7,497","6,278","4,595","1,763","295","39","37,700","37,700","2,032","2,856","3,050","3,648","5,261","7,402","6,633","4,596","1,865","315","42","37,271","37,271","1,896","2,694","2,953","3,373","5,102","7,268","6,998","4,551","2,061","329","46","36,870","36,870","1,736","2,544","2,820","3,078","4,978","6,986","7,575","4,520","2,231","352","50","35,675","35,675","1,628","2,412","2,625","2,755","4,626","6,682","7,925","4,373","2,312","327","10"
"강원도 철원군 (4278000000)","48,013","48,013","3,819","4,789","7,135","5,497","6,633","7,821","5,529","4,847","1,657","253","33","47,185","47,185","3,638","4,577","6,885","5,208","6,453","7,719","5,701","4,927","1,763","275","39","46,413","46,413","3,469","4,330","6,630","5,042","6,162","7,615","6,023","4,914","1,875","310","43","45,584","45,584","3,446","4,053","6,138","4,876","5,960","7,514","6,277","4,864","2,067","347","42","44,699","44,699","3,365","3,795","5,846","4,687","5,687","7,227","6,726","4,716","2,244","361","45","43,340","43,340","3,155","3,629","5,242","4,496","5,483","6,929","7,159","4,468","2,401","365","13"
"강원도 화천군 (4279000000)","26,264","26,264","2,220","2,192","4,899","3,141","3,203","4,064","2,805","2,607","969","150","14","26,022","26,022","2,118","2,102","4,677","3,053","3,183","4,072","2,976","2,594","1,073","161","13","25,084","25,084","1,975","1,973","4,053","2,993","2,970","4,044","3,189","2,551","1,155","168","13","24,917","24,917","1,888","1,921","3,941","2,882","2,846","4,016","3,457","2,492","1,277","182","15","24,857","24,857","1,791","1,797","3,906","2,846","2,745","3,914","3,837","2,415","1,366","225","15","24,195","24,195","1,709","1,721","3,567","2,763","2,608","3,758","4,133","2,207","1,491","228","10"
"강원도 양구군 (4280000000)","24,010","24,010","2,039","2,522","4,020","2,829","3,064","3,869","2,506","2,154","868","128","11","23,835","23,835","1,984","2,449","3,822","2,814","2,970","3,845","2,697","2,160","932","150","12","23,408","23,408","1,935","2,312","3,605","2,777","2,822","3,742","2,927","2,125","994","153","16","22,764","22,764","1,887","2,135","3,276","2,683","2,646","3,688","3,114","2,093","1,069","156","17","22,278","22,278","1,702","2,047","3,171","2,547","2,556","3,547","3,365","2,020","1,160","148","15","21,748","21,748","1,649","1,929","2,856","2,471","2,428","3,407","3,649","1,954","1,218","180","7"
"강원도 인제군 (4281000000)","32,720","32,720","2,936","2,811","4,569","4,392","4,336","5,702","3,719","2,913","1,135","199","8","32,582","32,582","2,872","2,661","4,451","4,345","4,278","5,577","4,043","2,920","1,213","212","10","32,136","32,136","2,699","2,563","4,293","4,126","4,148","5,544","4,325","2,858","1,343","227","10","31,672","31,672","2,592","2,392","4,190","3,920","3,987","5,476","4,705","2,767","1,408","222","13","31,694","31,694","2,499","2,314","4,067","3,902","3,998","5,255","5,205","2,677","1,507","256","14","32,165","32,165","2,499","2,236","4,209","3,981","3,938","5,107","5,730","2,589","1,610","259","7"
"강원도 고성군 (4282000000)","30,114","30,114","1,533","2,453","4,469","2,554","3,930","5,500","4,285","3,676","1,427","277","10","30,029","30,029","1,492","2,324","4,372","2,529","3,865","5,480","4,469","3,662","1,522","301","13","28,144","28,144","1,345","1,985","3,625","2,359","3,398","5,241","4,627","3,632","1,600","319","13","27,260","27,260","1,348","1,772","3,169","2,262","3,198","4,997","4,856","3,603","1,715","325","15","26,757","26,757","1,273","1,621","2,868","2,219","3,063","4,822","5,193","3,499","1,843","339","17","27,249","27,249","1,354","1,588","2,678","2,379","3,077","4,797","5,651","3,408","1,981","327","9"
"강원도 양양군 (4283000000)","27,218","27,218","1,494","2,242","2,540","2,547","3,752","5,155","4,301","3,580","1,342","251","14","27,207","27,207","1,417","2,145","2,445","2,453","3,703","5,117","4,525","3,684","1,446","258","14","27,347","27,347","1,356","2,068","2,376","2,426","3,617","5,098","4,843","3,687","1,575","289","12","27,726","27,726","1,384","1,960","2,362","2,431","3,599","5,128","5,131","3,714","1,692","311","14","27,946","27,946","1,350","1,845","2,411","2,340","3,524","5,101","5,539","3,648","1,850","321","17","27,913","27,913","1,269","1,770","2,327","2,244","3,444","4,938","5,943","3,632","2,003","331","12"
"충청북도  (4300000000)","1,591,625","1,591,625","141,545","171,795","198,134","212,590","259,637","264,834","170,236","114,117","51,888","6,378","471","1,594,432","1,594,432","137,206","165,826","199,663","207,682","255,596","267,036","182,281","116,357","55,312","6,996","477","1,599,252","1,599,252","133,659","159,713","200,941","205,568","248,623","271,428","194,090","118,431","58,700","7,578","521","1,600,007","1,600,007","129,285","154,357","200,205","200,080","243,597","274,429","207,296","118,902","62,856","8,466","534","1,600,837","1,600,837","123,371","149,379","199,209","194,677","241,194","273,800","223,341","120,519","65,569","9,209","569","1,597,427","1,597,427","116,975","146,411","194,415","190,607","237,327","270,874","241,697","120,068","69,193","9,592","268"
"충청북도 청주시 (4311000000)","835,197","835,197","84,465","98,008","116,867","127,170","143,842","128,835","72,651","42,249","18,594","2,354","162","835,590","835,590","81,698","94,479","118,019","124,031","142,184","130,883","78,069","43,630","19,837","2,595","165","837,749","837,749","79,483","91,282","118,931","122,896","138,823","133,817","83,343","45,195","21,027","2,770","182","839,566","839,566","77,033","88,408","118,938","120,345","136,784","136,549","89,604","46,067","22,538","3,114","186","844,993","844,993","74,249","86,167","120,028","118,377","136,530","137,967","97,151","47,351","23,577","3,409","187","848,482","848,482","71,136","84,739","118,755","117,775","135,963","137,868","105,609","47,969","25,055","3,517","96"
"충청북도 청주시 상당구 (4311100000)","173,701","173,701","14,889","20,979","22,600","21,830","29,914","29,272","17,557","11,045","4,952","616","47","171,129","171,129","14,238","19,885","22,389","20,714","28,765","29,258","18,680","11,249","5,209","696","46","176,818","176,818","14,984","19,836","22,979","21,446","28,952","30,499","20,033","11,699","5,597","741","52","178,352","178,352","14,779","19,350","22,986","20,865","28,786","31,324","21,477","11,890","5,969","874","52","190,034","190,034","16,082","19,792","24,502","22,877","30,305","32,973","23,895","12,310","6,251","991","56","193,827","193,827","15,904","19,650","24,415","23,399","30,482","33,421","26,351","12,455","6,752","972","26"
"충청북도 청주시 서원구 (4311200000)","217,120","217,120","20,547","26,619","30,567","30,411","38,164","34,628","19,567","11,070","4,837","670","40","216,782","216,782","19,580","25,585","30,998","29,190","37,566","35,244","21,155","11,533","5,168","720","43","209,404","209,404","17,564","23,649","30,266","27,180","34,960","35,315","22,308","11,915","5,460","741","46","203,209","203,209","15,852","22,068","29,455","25,037","32,921","35,310","23,720","12,171","5,816","812","47","194,720","194,720","13,842","20,371","28,330","22,663","30,681","34,235","25,187","12,447","6,062","856","46","192,899","192,899","12,811","19,409","28,114","22,254","29,693","33,740","27,020","12,532","6,424","882","20"
"충청북도 청주시 흥덕구 (4311300000)","253,563","253,563","25,732","29,928","38,416","40,192","44,683","38,780","20,008","10,564","4,632","593","35","253,912","253,912","24,817","28,682","38,955","39,394","44,173","39,756","21,551","10,942","4,968","640","34","254,302","254,302","24,119","27,658","39,190","39,185","43,064","40,669","23,161","11,366","5,169","685","36","262,137","262,137","24,690","27,162","40,449","40,831","43,161","42,321","25,342","11,774","5,644","723","40","265,866","265,866","24,206","26,526","41,122","41,249","43,173","43,084","27,649","12,171","5,829","823","34","267,429","267,429","23,434","26,297","40,499","41,340","43,211","42,996","30,094","12,507","6,154","877","20"
"충청북도 청주시 청원구 (4311400000)","190,813","190,813","23,297","20,482","25,284","34,737","31,081","26,155","15,519","9,570","4,173","475","40","193,767","193,767","23,063","20,327","25,677","34,733","31,680","26,625","16,683","9,906","4,492","539","42","197,225","197,225","22,816","20,139","26,496","35,085","31,847","27,334","17,841","10,215","4,801","603","48","195,868","195,868","21,712","19,828","26,048","33,612","31,916","27,594","19,065","10,232","5,109","705","47","194,373","194,373","20,119","19,478","26,074","31,588","32,371","27,675","20,420","10,423","5,435","739","51","194,327","194,327","18,987","19,383","25,727","30,782","32,577","27,711","22,144","10,475","5,725","786","30"
"충청북도 충주시 (4313000000)","208,350","208,350","16,349","22,244","24,445","24,912","34,119","36,856","23,922","17,123","7,432","885","63","208,316","208,316","15,812","21,288","24,273","24,469","33,361","37,160","25,491","17,460","7,965","972","65","210,504","210,504","15,671","20,578","24,602","24,735","32,453","37,786","27,303","17,662","8,611","1,038","65","210,737","210,737","15,330","19,640","24,556","24,116","31,575","38,040","29,383","17,478","9,391","1,161","67","210,186","210,186","14,581","18,883","24,405","23,337","30,940","37,632","31,737","17,429","9,881","1,291","70","209,358","209,358","13,756","18,472","23,613","22,837","30,153","37,001","34,440","17,156","10,516","1,384","30"
"충청북도 제천시 (4315000000)","136,517","136,517","10,291","14,354","15,876","14,966","21,406","24,812","17,474","11,924","4,736","617","61","136,432","136,432","10,023","13,798","15,915","14,589","20,771","24,533","18,753","12,185","5,149","652","64","135,386","135,386","9,760","12,913","15,601","14,246","19,694","24,563","20,018","12,322","5,519","683","67","134,617","134,617","9,329","12,341","15,332","13,693","19,011","24,499","21,354","12,309","5,925","753","71","133,018","133,018","8,740","11,695","14,739","13,011","18,442","24,010","22,803","12,444","6,236","822","76","131,591","131,591","8,188","11,339","14,271","12,312","17,667","23,490","24,399","12,298","6,751","838","38"
"충청북도 보은군 (4372000000)","34,221","34,221","1,868","2,721","2,866","2,729","4,118","6,481","5,675","4,770","2,660","313","20","34,053","34,053","1,842","2,573","2,788","2,687","3,891","6,384","5,944","4,783","2,791","350","20","33,680","33,680","1,760","2,401","2,706","2,565","3,695","6,250","6,267","4,690","2,922","401","23","32,949","32,949","1,563","2,246","2,541","2,374","3,505","6,069","6,484","4,620","3,055","469","23","32,412","32,412","1,464","2,111","2,377","2,210","3,320","5,900","6,814","4,584","3,114","490","28","31,878","31,878","1,334","2,017","2,247","2,016","3,135","5,605","7,353","4,423","3,220","514","14"
"충청북도 옥천군 (4373000000)","52,267","52,267","3,362","4,663","4,811","5,007","7,196","9,406","8,126","6,033","3,250","391","22","51,766","51,766","3,143","4,410","4,808","4,643","6,996","9,222","8,651","6,056","3,387","427","23","51,465","51,465","2,953","4,237","4,673","4,444","6,703","9,291","8,979","6,147","3,546","466","26","51,023","51,023","2,781","4,088","4,585","4,183","6,421","9,240","9,302","6,156","3,704","537","26","50,527","50,527","2,590","3,884","4,412","3,877","6,253","8,962","9,855","6,358","3,740","569","27","50,093","50,093","2,397","3,763","4,111","3,681","6,025","8,818","10,447","6,362","3,865","611","13"
"충청북도 영동군 (4374000000)","50,552","50,552","2,867","4,289","5,288","4,298","6,729","9,101","7,668","6,611","3,271","398","32","50,240","50,240","2,792","4,134","5,129","4,154","6,417","8,963","8,154","6,550","3,441","480","26","49,715","49,715","2,719","3,924","5,097","3,924","5,988","8,922","8,448","6,524","3,609","530","30","48,738","48,738","2,582","3,706","4,787","3,638","5,694","8,761","8,724","6,453","3,819","544","30","47,475","47,475","2,336","3,390","4,453","3,271","5,362","8,486","9,201","6,511","3,901","524","40","45,773","45,773","2,087","3,195","3,814","2,963","4,956","8,088","9,767","6,365","3,995","528","15"
"충청북도 증평군 (4374500000)","37,308","37,308","4,040","3,798","4,461","5,624","5,959","5,785","3,764","2,592","1,146","133","6","37,783","37,783","3,984","3,707","4,654","5,453","5,955","5,895","4,113","2,642","1,228","143","9","37,317","37,317","3,748","3,585","4,588","5,203","5,760","5,958","4,330","2,677","1,312","147","9","37,392","37,392","3,599","3,472","4,595","4,990","5,732","6,092","4,649","2,676","1,420","156","11","36,807","36,807","3,242","3,348","4,516","4,753","5,590","6,014","4,990","2,677","1,491","176","10","36,426","36,426","2,947","3,337","4,412","4,408","5,442","6,038","5,394","2,701","1,551","193","3"
"충청북도 진천군 (4375000000)","69,950","69,950","6,776","7,211","7,307","9,706","11,485","11,676","7,488","5,352","2,639","292","18","73,677","73,677","7,073","7,328","7,953","10,368","11,903","12,233","8,184","5,434","2,844","342","15","78,218","78,218","7,575","7,688","8,620","11,181","12,524","12,950","8,766","5,458","3,060","383","13","81,084","81,084","7,765","7,906","8,993","11,311","12,997","13,450","9,454","5,456","3,312","424","16","83,718","83,718","7,728","8,092","9,226","11,519","13,562","13,733","10,354","5,532","3,487","465","20","85,176","85,176","7,389","8,353","9,223","11,398","13,827","13,912","11,395","5,523","3,654","488","14"
"충청북도 괴산군 (4376000000)","38,973","38,973","1,700","2,653","3,273","3,059","4,827","7,905","6,947","5,591","2,667","326","25","39,054","39,054","1,574","2,691","3,459","2,890","4,500","7,891","7,244","5,569","2,863","349","24","39,133","39,133","1,499","2,397","3,529","2,827","4,320","7,876","7,773","5,544","2,975","365","28","39,163","39,163","1,425","2,327","3,489","2,757","4,131","7,777","8,171","5,491","3,152","416","27","39,393","39,393","1,346","2,161","3,308","2,630","4,105","7,690","8,827","5,507","3,337","452","30","38,122","38,122","1,248","1,942","2,757","2,291","3,756","7,313","9,494","5,345","3,477","484","15"
"충청북도 음성군 (4377000000)","97,787","97,787","8,231","9,342","10,341","12,522","15,813","17,729","11,455","8,025","3,821","464","44","97,306","97,306","7,829","8,995","10,105","11,915","15,642","17,830","12,276","8,149","4,042","475","48","95,830","95,830","7,105","8,419","10,025","11,149","14,866","17,958","13,197","8,239","4,243","575","54","94,982","94,982","6,587","8,080","9,950","10,464","14,236","18,040","14,176","8,252","4,501","643","53","93,153","93,153","5,894","7,647","9,500","9,674","13,765","17,738","15,255","8,230","4,669","722","59","92,197","92,197","5,407","7,394","9,161","9,120","13,343","17,395","16,580","8,149","4,885","744","19"
"충청북도 단양군 (4380000000)","30,503","30,503","1,596","2,512","2,599","2,597","4,143","6,248","5,066","3,847","1,672","205","18","30,215","30,215","1,436","2,423","2,560","2,483","3,976","6,042","5,402","3,899","1,765","211","18","30,255","30,255","1,386","2,289","2,569","2,398","3,797","6,057","5,666","3,973","1,876","220","24","29,756","29,756","1,291","2,143","2,439","2,209","3,511","5,912","5,995","3,944","2,039","249","24","29,155","29,155","1,201","2,001","2,245","2,018","3,325","5,668","6,354","3,896","2,136","289","22","28,331","28,331","1,086","1,860","2,051","1,806","3,060","5,346","6,819","3,777","2,224","291","11"
"충청남도  (4400000000)","2,096,727","2,096,727","197,206","222,359","246,298","294,535","335,721","324,122","225,825","158,809","81,086","10,028","738","2,116,770","2,116,770","193,878","218,457","248,359","292,363","336,528","330,207","237,184","161,824","86,297","10,919","754","2,126,282","2,126,282","189,024","213,551","248,443","288,943","331,657","338,050","248,096","164,280","91,497","11,962","779","2,123,709","2,123,709","181,907","208,186","245,737","279,253","328,355","341,504","261,164","166,601","96,991","13,146","865","2,121,029","2,121,029","172,628","202,548","243,200","268,598","327,791","340,183","279,372","171,439","99,965","14,384","921","2,119,257","2,119,257","162,726","200,673","238,297","259,565","325,419","340,591","299,801","172,067","104,173","15,528","417"
"충청남도 천안시 (4413000000)","617,955","617,955","66,002","73,548","89,758","104,976","109,415","90,004","45,268","25,631","11,647","1,562","144","631,531","631,531","65,852","72,527","92,129","106,381","110,690","93,777","49,124","26,764","12,441","1,698","148","646,075","646,075","66,151","71,607","94,037","108,519","110,849","98,528","53,085","27,980","13,309","1,860","150","652,258","652,258","64,503","70,095","95,036","106,958","111,011","101,589","57,684","28,923","14,252","2,049","158","658,808","658,808","62,156","68,397","96,587","105,456","111,902","103,038","63,642","30,117","15,120","2,218","175","658,486","658,486","58,699","67,655","95,113","102,296","111,649","104,130","69,859","30,759","15,914","2,345","67"
"충청남도 천안시 동남구 (4413100000)","258,919","258,919","25,438","29,643","34,504","38,741","45,359","41,163","23,362","13,456","6,327","857","69","255,878","255,878","23,472","28,620","34,458","36,536","44,483","41,761","24,961","13,879","6,708","930","70","257,978","257,978","22,596","27,929","35,122","35,956","43,807","43,246","26,656","14,413","7,155","1,020","78","259,411","259,411","21,867","27,235","35,452","34,850","43,543","44,136","28,612","14,946","7,580","1,109","81","258,009","258,009","20,449","26,228","35,375","33,239","42,852","43,830","31,198","15,533","8,016","1,202","87","255,292","255,292","18,805","25,588","34,563","31,663","41,824","43,402","33,990","15,811","8,358","1,254","34"
"충청남도 천안시 서북구 (4413300000)","359,036","359,036","40,564","43,905","55,254","66,235","64,056","48,841","21,906","12,175","5,320","705","75","375,653","375,653","42,380","43,907","57,671","69,845","66,207","52,016","24,163","12,885","5,733","768","78","388,097","388,097","43,555","43,678","58,915","72,563","67,042","55,282","26,429","13,567","6,154","840","72","392,847","392,847","42,636","42,860","59,584","72,108","67,468","57,453","29,072","13,977","6,672","940","77","400,799","400,799","41,707","42,169","61,212","72,217","69,050","59,208","32,444","14,584","7,104","1,016","88","403,194","403,194","39,894","42,067","60,550","70,633","69,825","60,728","35,869","14,948","7,556","1,091","33"
"충청남도 공주시 (4415000000)","109,931","109,931","7,125","10,465","12,758","11,437","15,749","19,593","15,177","11,026","5,853","712","36","108,432","108,432","6,735","9,736","12,576","10,866","15,103","19,397","15,935","11,039","6,262","741","42","107,581","107,581","6,426","9,212","12,374","10,585","14,416","19,415","16,547","11,141","6,579","838","48","106,474","106,474","6,198","8,737","12,043","10,114","13,799","18,979","17,491","11,154","6,971","932","56","104,545","104,545","5,773","8,159","11,276","9,489","13,316","18,445","18,424","11,478","7,086","1,037","62","103,145","103,145","5,304","7,911","10,904","8,926","12,846","17,853","19,508","11,433","7,288","1,140","32"
"충청남도 보령시 (4418000000)","103,873","103,873","7,560","10,039","10,407","11,497","15,551","17,812","14,854","10,414","5,063","632","44","103,198","103,198","7,302","9,598","10,231","11,131","15,177","17,750","15,257","10,658","5,343","703","48","101,990","101,990","6,870","9,123","10,058","10,685","14,487","17,779","15,686","10,743","5,744","771","44","101,114","101,114","6,536","8,669","9,856","10,069","14,210","17,611","16,234","10,947","6,071","859","52","100,229","100,229","6,137","8,295","9,528","9,461","13,945","17,212","17,087","11,279","6,289","931","65","98,408","98,408","5,616","8,043","9,094","8,848","13,356","16,641","17,910","11,320","6,568","987","25"
"충청남도 아산시 (4420000000)","302,929","302,929","38,335","33,838","35,464","54,475","51,726","40,026","24,290","16,157","7,612","921","85","311,453","311,453","38,258","34,290","36,205","54,949","53,755","41,950","26,012","16,661","8,275","1,009","89","312,822","312,822","36,652","34,218","36,299","53,379","54,013","43,713","27,490","17,186","8,728","1,049","95","314,395","314,395","35,073","34,343","36,158","51,021","54,932","45,321","29,465","17,455","9,330","1,188","109","316,129","316,129","32,946","34,460","36,591","48,420","56,301","46,289","31,885","18,089","9,708","1,326","114","324,580","324,580","31,531","35,511","37,503","48,272","58,246","48,416","35,069","18,368","10,192","1,429","43"
"충청남도 서산시 (4421000000)","170,788","170,788","17,175","19,052","19,142","23,754","28,000","26,024","17,643","12,505","6,542","893","58","171,678","171,678","16,696","18,663","19,320","23,262","27,996","26,635","18,518","12,705","6,895","931","57","174,162","174,162","16,516","18,333","19,544","23,303","27,839","27,696","19,413","12,971","7,467","1,019","61","174,690","174,690","16,038","17,784","19,278","22,847","27,544","28,250","20,392","13,445","7,927","1,121","64","175,591","175,591","15,446","17,252","19,277","22,123","27,814","28,370","22,029","13,886","8,126","1,211","57","176,645","176,645","14,755","17,111","18,885","21,597","27,812","28,792","23,804","14,009","8,521","1,321","38"
"충청남도 논산시 (4423000000)","123,213","123,213","8,744","12,037","13,127","12,884","17,874","20,993","17,104","12,747","6,812","819","72","122,240","122,240","8,491","11,498","12,723","12,453","17,418","21,010","17,626","12,784","7,229","939","69","120,230","120,230","8,026","10,905","12,334","11,928","16,526","20,852","18,258","12,802","7,488","1,040","71","118,842","118,842","7,714","10,333","11,961","11,453","15,921","20,439","19,110","12,795","7,918","1,111","87","116,675","116,675","7,232","9,806","11,387","10,764","15,403","19,703","20,007","13,047","8,050","1,183","93","114,483","114,483","6,729","9,433","10,792","10,191","14,649","19,240","20,943","12,833","8,384","1,260","29"
"충청남도 계룡시 (4425000000)","42,634","42,634","4,723","6,898","4,750","5,567","8,928","6,004","3,093","1,647","888","129","7","43,967","43,967","4,732","6,959","4,974","5,526","9,102","6,309","3,482","1,772","954","148","9","43,731","43,731","4,532","6,768","4,982","5,258","8,825","6,581","3,777","1,854","985","160","9","42,971","42,971","4,173","6,534","4,965","4,816","8,479","6,784","4,029","1,931","1,085","164","11","42,822","42,822","3,863","6,300","4,903","4,611","8,393","6,927","4,499","2,046","1,095","175","10","43,331","43,331","3,747","6,229","4,871","4,650","8,215","7,224","4,915","2,139","1,145","193","3"
"충청남도 당진시 (4427000000)","166,630","166,630","18,287","16,087","18,108","26,218","26,242","24,668","17,466","12,363","6,334","802","55","167,439","167,439","17,821","16,008","17,950","25,690","26,393","25,085","18,163","12,624","6,802","844","59","167,770","167,770","17,331","15,940","17,504","25,148","26,335","25,601","18,947","12,691","7,274","934","65","167,042","167,042","16,622","15,816","16,726","24,078","26,346","25,949","19,768","12,885","7,766","1,022","64","166,249","166,249","15,561","15,687","16,075","22,827","26,670","25,934","21,007","13,306","7,965","1,147","70","167,092","167,092","14,564","15,832","15,765","21,689","27,006","26,634","22,688","13,380","8,285","1,214","35"
"충청남도 금산군 (4471000000)","54,612","54,612","3,584","4,776","4,819","5,083","7,464","9,634","8,485","6,874","3,481","384","28","53,894","53,894","3,261","4,744","4,624","4,722","7,164","9,548","8,754","6,955","3,675","420","27","53,222","53,222","3,059","4,600","4,466","4,436","6,914","9,469","9,005","6,879","3,903","463","28","52,257","52,257","2,797","4,486","4,272","4,128","6,538","9,323","9,285","6,769","4,127","502","30","51,413","51,413","2,565","4,289","4,020","3,765","6,216","9,087","9,838","6,845","4,202","555","31","50,477","50,477","2,316","4,102","3,709","3,362","5,946","8,856","10,415","6,779","4,391","591","10"
"충청남도 부여군 (4476000000)","70,187","70,187","3,760","6,107","6,510","5,660","8,827","12,322","11,502","9,394","5,365","693","47","69,086","69,086","3,525","5,763","6,276","5,389","8,441","11,933","11,946","9,322","5,657","791","43","68,078","68,078","3,343","5,389","6,082","5,136","8,011","11,764","12,237","9,302","5,907","857","50","66,740","66,740","3,168","5,047","5,779","4,747","7,575","11,411","12,507","9,335","6,213","905","53","65,354","65,354","2,924","4,674","5,425","4,402","7,204","10,858","13,037","9,457","6,330","989","54","63,774","63,774","2,659","4,438","5,047","4,103","6,749","10,268","13,599","9,287","6,534","1,057","33"
"충청남도 서천군 (4477000000)","56,012","56,012","2,952","4,527","4,761","4,600","7,098","9,528","9,588","7,910","4,467","544","37","55,175","55,175","2,834","4,229","4,569","4,354","6,829","9,376","9,600","8,068","4,686","597","33","53,922","53,922","2,649","3,933","4,331","4,087","6,459","9,130","9,701","8,038","4,908","651","35","52,805","52,805","2,485","3,684","4,151","3,776","6,134","8,835","9,890","7,923","5,162","724","41","51,866","51,866","2,306","3,487","3,877","3,465","5,844","8,503","10,232","8,037","5,240","831","44","50,745","50,745","2,121","3,322","3,612","3,196","5,409","8,196","10,545","8,008","5,396","919","21"
"충청남도 청양군 (4479000000)","32,753","32,753","1,673","2,706","2,979","2,638","3,868","5,720","5,320","4,680","2,866","283","20","32,837","32,837","1,594","2,614","3,133","2,525","3,774","5,731","5,575","4,556","3,017","304","14","32,296","32,296","1,476","2,419","3,100","2,399","3,544","5,678","5,689","4,492","3,128","354","17","31,717","31,717","1,364","2,202","2,943","2,252","3,357","5,543","5,877","4,491","3,252","416","20","30,948","30,948","1,269","2,056","2,657","2,087","3,120","5,312","6,159","4,514","3,304","451","19","30,440","30,440","1,175","1,936","2,513","1,936","2,950","5,057","6,548","4,435","3,387","494","9"
"충청남도 홍성군 (4480000000)","99,971","99,971","8,774","10,087","10,157","11,962","15,077","15,821","12,618","9,555","5,230","644","46","101,570","101,570","8,790","10,160","10,342","11,894","15,266","16,042","13,190","9,650","5,500","682","54","101,082","101,082","8,457","9,988","10,219","11,462","14,822","16,209","13,501","9,715","5,914","741","54","100,423","100,423","8,033","9,836","9,953","10,993","14,613","16,195","13,898","9,823","6,215","802","62","100,102","100,102","7,716","9,606","9,730","10,481","14,480","15,925","14,759","10,058","6,405","881","61","99,324","99,324","7,358","9,458","9,298","10,078","14,183","15,726","15,545","10,123","6,569","962","24"
"충청남도 예산군 (4481000000)","81,339","81,339","4,556","6,921","7,803","7,312","11,219","14,551","12,899","10,123","5,350","570","35","80,338","80,338","4,256","6,559","7,536","6,961","10,900","14,318","13,200","10,193","5,768","614","33","80,083","80,083","4,053","6,269","7,527","6,794","10,428","14,387","13,617","10,163","6,125","688","32","79,238","79,238","3,918","5,962","7,262","6,463","9,966","14,204","14,051","10,195","6,398","783","36","78,084","78,084","3,631","5,656","6,830","6,130","9,523","13,677","14,743","10,451","6,567","836","40","76,801","76,801","3,324","5,436","6,464","5,766","9,022","13,015","15,628","10,332","6,862","919","33"
"충청남도 태안군 (4482500000)","63,900","63,900","3,956","5,271","5,755","6,472","8,683","11,422","10,518","7,783","3,576","440","24","63,932","63,932","3,731","5,109","5,771","6,260","8,520","11,346","10,802","8,073","3,793","498","29","63,238","63,238","3,483","4,847","5,586","5,824","8,189","11,248","11,143","8,323","4,038","537","20","62,743","62,743","3,285","4,658","5,354","5,538","7,930","11,071","11,483","8,530","4,304","568","22","62,214","62,214","3,103","4,424","5,037","5,117","7,660","10,903","12,024","8,829","4,478","613","26","61,526","61,526","2,828","4,256","4,727","4,655","7,381","10,543","12,825","8,862","4,737","697","15"
"전라북도  (4500000000)","1,864,791","1,864,791","157,372","207,621","219,336","225,651","295,584","299,275","218,693","155,956","75,319","9,287","697","1,854,607","1,854,607","150,817","199,956","219,942","215,957","291,298","300,220","224,916","160,990","79,365","10,440","706","1,836,832","1,836,832","143,990","190,798","217,554","207,874","281,151","304,598","232,335","162,865","83,485","11,434","748","1,818,917","1,818,917","137,083","182,472","213,865","197,979","274,445","303,635","242,850","164,877","88,415","12,492","804","1,804,104","1,804,104","128,692","174,963","211,464","189,012","268,277","299,522","255,829","170,340","91,504","13,645","856","1,786,855","1,786,855","119,673","170,128","206,579","182,181","259,675","298,654","268,393","170,337","95,991","14,839","405"
